Unit Name,Gas Meters,Date,Gas Volume,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,3/19/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,3/19/20,0,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,3/19/20,1945,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,3/19/20,1016,,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,3/19/20,2595,,,,,,,
FWU #502 (INJ),FWU #502 CO2,3/19/20,0,,,,,,,
FWU #602,FWU #602 GL METER,3/19/20,0,,,,,,,
FWU #702,FWU #702 GL METER,3/19/20,0,,,,,,,
FWU #803 (INJ),FWU #803 CO2,3/19/20,3076,,,,,,,
FWU #804 (INJ),FWU #804 CO2,3/19/20,3876,,,,,,,
FWU #805 (INJ),FWU #805 CO2,3/19/20,0,,,,,,,
FWU #901,FWU #901 GL METER,3/19/20,0,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,3/19/20,0,,,,,,,
FWU #908 (INJ),FWU #908 CO2,3/19/20,0,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,3/20/20,5200,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,3/20/20,12419,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,3/20/20,4000,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,3/20/20,3291,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,3/20/20,2889,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,3/20/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,3/20/20,2069,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,3/20/20,1457,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,3/20/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,3/20/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,3/20/20,0,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,3/20/20,1633,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,3/20/20,609,,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,3/20/20,2302,,,,,,,
FWU #502 (INJ),FWU #502 CO2,3/20/20,0,,,,,,,
FWU #602,FWU #602 GL METER,3/20/20,0,,,,,,,
FWU #702,FWU #702 GL METER,3/20/20,0,,,,,,,
FWU #803 (INJ),FWU #803 CO2,3/20/20,2414,,,,,,,
FWU #804 (INJ),FWU #804 CO2,3/20/20,3462,,,,,,,
FWU #805 (INJ),FWU #805 CO2,3/20/20,0,,,,,,,
FWU #901,FWU #901 GL METER,3/20/20,0,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,3/20/20,0,,,,,,,
FWU #908 (INJ),FWU #908 CO2,3/20/20,0,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,3/21/20,6493,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,3/21/20,15179,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,3/21/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,3/21/20,3585,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,3/21/20,3218,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,3/21/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,3/21/20,2541,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,3/21/20,1457,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,3/21/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,3/21/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,3/21/20,0,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,3/21/20,1764,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,3/21/20,915,,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,3/21/20,2420,,,,,,,
FWU #502 (INJ),FWU #502 CO2,3/21/20,0,,,,,,,
FWU #602,FWU #602 GL METER,3/21/20,0,,,,,,,
FWU #702,FWU #702 GL METER,3/21/20,0,,,,,,,
FWU #803 (INJ),FWU #803 CO2,3/21/20,3612,,,,,,,
FWU #804 (INJ),FWU #804 CO2,3/21/20,3788,,,,,,,
FWU #805 (INJ),FWU #805 CO2,3/21/20,0,,,,,,,
FWU #901,FWU #901 GL METER,3/21/20,0,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,3/21/20,0,,,,,,,
FWU #908 (INJ),FWU #908 CO2,3/21/20,0,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,3/22/20,6743,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,3/22/20,15982,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,3/22/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,3/22/20,1742,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,3/22/20,3496,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,3/22/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,3/22/20,3125,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,3/22/20,1942,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,3/22/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,3/22/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,3/22/20,0,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,3/22/20,1897,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,3/22/20,928,,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,3/22/20,3465,,,,,,,
FWU #502 (INJ),FWU #502 CO2,3/22/20,0,,,,,,,
FWU #602,FWU #602 GL METER,3/22/20,0,,,,,,,
FWU #702,FWU #702 GL METER,3/22/20,0,,,,,,,
FWU #803 (INJ),FWU #803 CO2,3/22/20,3227,,,,,,,
FWU #804 (INJ),FWU #804 CO2,3/22/20,3790,,,,,,,
FWU #805 (INJ),FWU #805 CO2,3/22/20,0,,,,,,,
FWU #901,FWU #901 GL METER,3/22/20,0,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,3/22/20,0,,,,,,,
FWU #908 (INJ),FWU #908 CO2,3/22/20,0,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,3/23/20,6546,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,3/23/20,15905,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,3/23/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,3/23/20,3481,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,3/23/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,3/23/20,3041,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,3/23/20,1943,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,3/23/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,3/23/20,0,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,3/23/20,1901,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,3/23/20,967,,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,3/23/20,3493,,,,,,,
FWU #502 (INJ),FWU #502 CO2,3/23/20,0,,,,,,,
FWU #602,FWU #602 GL METER,3/23/20,0,,,,,,,
FWU #702,FWU #702 GL METER,3/23/20,0,,,,,,,
FWU #803 (INJ),FWU #803 CO2,3/23/20,2980,,,,,,,
FWU #804 (INJ),FWU #804 CO2,3/23/20,3867,,,,,,,
FWU #805 (INJ),FWU #805 CO2,3/23/20,0,,,,,,,
FWU #901,FWU #901 GL METER,3/23/20,0,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,3/23/20,0,,,,,,,
FWU #908 (INJ),FWU #908 CO2,3/23/20,0,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,3/24/20,7094,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,3/24/20,15874,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,3/24/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,3/24/20,3472,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,3/24/20,3532,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,3/24/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,3/24/20,3050,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,3/24/20,1959,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,3/24/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,3/24/20,0,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,3/24/20,1921,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,3/24/20,995,,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,3/24/20,3565,,,,,,,
FWU #502 (INJ),FWU #502 CO2,3/24/20,0,,,,,,,
FWU #602,FWU #602 GL METER,3/24/20,0,,,,,,,
FWU #803 (INJ),FWU #803 CO2,3/24/20,3039,,,,,,,
FWU #804 (INJ),FWU #804 CO2,3/24/20,3779,,,,,,,
FWU #805 (INJ),FWU #805 CO2,3/24/20,0,,,,,,,
FWU #901,FWU #901 GL METER,3/24/20,0,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,3/24/20,0,,,,,,,
FWU #908 (INJ),FWU #908 CO2,3/24/20,0,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,3/25/20,7047,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,3/25/20,15691,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,3/25/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,3/25/20,3870,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,3/25/20,3514,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,3/25/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,3/25/20,3009,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,3/25/20,1955,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,3/25/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,3/25/20,0,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,3/25/20,1918,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,3/25/20,929,,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,3/25/20,3560,,,,,,,
FWU #502 (INJ),FWU #502 CO2,3/25/20,0,,,,,,,
FWU #602,FWU #602 GL METER,3/25/20,0,,,,,,,
FWU #702,FWU #702 GL METER,3/25/20,0,,,,,,,
FWU #803 (INJ),FWU #803 CO2,3/25/20,3020,,,,,,,
FWU #804 (INJ),FWU #804 CO2,3/25/20,3769,,,,,,,
FWU #805 (INJ),FWU #805 CO2,3/25/20,0,,,,,,,
FWU #901,FWU #901 GL METER,3/25/20,0,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,3/25/20,0,,,,,,,
FWU #908 (INJ),FWU #908 CO2,3/25/20,0,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,3/26/20,6101,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,3/26/20,15989,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,3/26/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,3/26/20,3680,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,3/26/20,3465,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,3/26/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,3/26/20,2943,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,3/26/20,1948,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,3/26/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,3/26/20,0,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,3/26/20,1912,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,3/26/20,957,,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,3/26/20,3528,,,,,,,
FWU #502 (INJ),FWU #502 CO2,3/26/20,0,,,,,,,
FWU #602,FWU #602 GL METER,3/26/20,0,,,,,,,
FWU #702,FWU #702 GL METER,3/26/20,0,,,,,,,
FWU #803 (INJ),FWU #803 CO2,3/26/20,1507,,,,,,,
FWU #804 (INJ),FWU #804 CO2,3/26/20,3876,,,,,,,
FWU #805 (INJ),FWU #805 CO2,3/26/20,0,,,,,,,
FWU #901,FWU #901 GL METER,3/26/20,0,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,3/26/20,0,,,,,,,
FWU #908 (INJ),FWU #908 CO2,3/26/20,0,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,3/27/20,6432,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,3/27/20,16013,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,3/27/20,1580,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,3/27/20,3456,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,3/27/20,3527,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,3/27/20,2890,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,3/27/20,1947,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,3/27/20,0,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,3/27/20,1932,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,3/27/20,1076,,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,3/27/20,3528,,,,,,,
FWU #803 (INJ),FWU #803 CO2,3/27/20,1755,,,,,,,
FWU #804 (INJ),FWU #804 CO2,3/27/20,3568,,,,,,,
FWU #805 (INJ),FWU #805 CO2,3/27/20,0,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,3/28/20,6659,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,3/28/20,16344,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,3/28/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,3/28/20,3765,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,3/28/20,3555,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,3/28/20,2918,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,3/28/20,1950,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,3/28/20,1916,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,3/28/20,1020,,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,3/28/20,3570,,,,,,,
FWU #803 (INJ),FWU #803 CO2,3/28/20,3181,,,,,,,
FWU #804 (INJ),FWU #804 CO2,3/28/20,1981,,,,,,,
FWU #908 (INJ),FWU #908 CO2,3/28/20,0,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,3/29/20,4883,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,3/29/20,14421,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,3/29/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,3/29/20,3000,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,3/29/20,3289,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,3/29/20,2256,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,3/29/20,1806,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,3/29/20,1809,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,3/29/20,944,,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,3/29/20,2881,,,,,,,
FWU #803 (INJ),FWU #803 CO2,3/29/20,4342,,,,,,,
FWU #804 (INJ),FWU #804 CO2,3/29/20,3100,,,,,,,
FWU #908 (INJ),FWU #908 CO2,3/29/20,0,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,3/30/20,4054,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,3/30/20,905,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,3/30/20,2999,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,3/30/20,3051,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,3/30/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,3/30/20,2562,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,3/30/20,1697,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,3/30/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,3/30/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,3/30/20,0,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,3/30/20,1700,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,3/30/20,894,,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,3/30/20,2695,,,,,,,
FWU #502 (INJ),FWU #502 CO2,3/30/20,0,,,,,,,
FWU #602,FWU #602 GL METER,3/30/20,0,,,,,,,
FWU #702,FWU #702 GL METER,3/30/20,0,,,,,,,
FWU #803 (INJ),FWU #803 CO2,3/30/20,4320,,,,,,,
FWU #804 (INJ),FWU #804 CO2,3/30/20,2990,,,,,,,
FWU #805 (INJ),FWU #805 CO2,3/30/20,0,,,,,,,
FWU #901,FWU #901 GL METER,3/30/20,0,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,3/30/20,0,,,,,,,
FWU #908 (INJ),FWU #908 CO2,3/30/20,0,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,3/31/20,6963,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,3/31/20,14276,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,3/31/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,3/31/20,2662,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,3/31/20,3423,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,3/31/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,3/31/20,2464,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,3/31/20,1818,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,3/31/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,3/31/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,3/31/20,0,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,3/31/20,1850,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,3/31/20,1009,,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,3/31/20,3403,,,,,,,
FWU #502 (INJ),FWU #502 CO2,3/31/20,0,,,,,,,
FWU #602,FWU #602 GL METER,3/31/20,0,,,,,,,
FWU #702,FWU #702 GL METER,3/31/20,0,,,,,,,
FWU #803 (INJ),FWU #803 CO2,3/31/20,3894,,,,,,,
FWU #804 (INJ),FWU #804 CO2,3/31/20,2567,,,,,,,
FWU #805 (INJ),FWU #805 CO2,3/31/20,0,,,,,,,
FWU #901,FWU #901 GL METER,3/31/20,0,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,3/31/20,0,,,,,,,
FWU #908 (INJ),FWU #908 CO2,3/31/20,0,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,4/1/20,4759,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,4/1/20,14235,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,4/1/20,585,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,4/1/20,3333,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,4/1/20,2852,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,4/1/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,4/1/20,1946,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,4/1/20,1676,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,4/1/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,4/1/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,4/1/20,0,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,4/1/20,1651,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,4/1/20,940,,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,4/1/20,3079,,,,,,,
FWU #502 (INJ),FWU #502 CO2,4/1/20,0,,,,,,,
FWU #602,FWU #602 GL METER,4/1/20,0,,,,,,,
FWU #702,FWU #702 GL METER,4/1/20,0,,,,,,,
FWU #803 (INJ),FWU #803 CO2,4/1/20,4001,,,,,,,
FWU #804 (INJ),FWU #804 CO2,4/1/20,3660,,,,,,,
FWU #805 (INJ),FWU #805 CO2,4/1/20,0,,,,,,,
FWU #901,FWU #901 GL METER,4/1/20,0,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,4/1/20,0,,,,,,,
FWU #908 (INJ),FWU #908 CO2,4/1/20,0,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,4/2/20,6197,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,4/2/20,16123,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,4/2/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,4/2/20,0,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,4/2/20,0,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,4/2/20,40,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,4/2/20,3030,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,4/2/20,1687,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,4/2/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,4/2/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,4/2/20,1500,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,4/2/20,2034,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,4/2/20,923,,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,4/2/20,3366,,,,,,,
FWU #502 (INJ),FWU #502 CO2,4/2/20,0,,,,,,,
FWU #602,FWU #602 GL METER,4/2/20,0,,,,,,,
FWU #702,FWU #702 GL METER,4/2/20,0,,,,,,,
FWU #803 (INJ),FWU #803 CO2,4/2/20,0,,,,,,,
FWU #804 (INJ),FWU #804 CO2,4/2/20,0,,,,,,,
FWU #805 (INJ),FWU #805 CO2,4/2/20,1358,,,,,,,
FWU #901,FWU #901 GL METER,4/2/20,0,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,4/2/20,1335,,,,,,,
FWU #908 (INJ),FWU #908 CO2,4/2/20,0,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,4/3/20,5227,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,4/3/20,16087,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,4/3/20,0,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,4/3/20,500,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,4/3/20,3000,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,4/3/20,1700,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,4/3/20,1650,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,4/3/20,2000,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,4/3/20,950,,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,4/3/20,3200,,,,,,,
FWU #805 (INJ),FWU #805 CO2,4/3/20,1400,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,4/3/20,1400,,,,,,,
FWU #908 (INJ),FWU #908 CO2,4/3/20,0,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,4/4/20,5079,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,4/4/20,15961,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,4/4/20,0,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,4/4/20,800,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,4/4/20,3300,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,4/4/20,1900,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,4/4/20,1801,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,4/4/20,2099,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,4/4/20,1050,,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,4/4/20,3400,,,,,,,
FWU #805 (INJ),FWU #805 CO2,4/4/20,1900,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,4/4/20,1658,,,,,,,
FWU #908 (INJ),FWU #908 CO2,4/4/20,0,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,4/5/20,4900,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,4/5/20,15538,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,4/5/20,0,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,4/5/20,0,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,4/5/20,0,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,4/5/20,0,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,4/5/20,2826,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,4/5/20,2839,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,4/5/20,0,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,4/5/20,0,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,4/5/20,1798,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,4/5/20,2522,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,4/5/20,1048,,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,4/5/20,3108,,,,,,,
FWU #502 (INJ),FWU #502 CO2,4/5/20,0,,,,,,,
FWU #602,FWU #602 GL METER,4/5/20,0,,,,,,,
FWU #702,FWU #702 GL METER,4/5/20,0,,,,,,,
FWU #803 (INJ),FWU #803 CO2,4/5/20,0,,,,,,,
FWU #804 (INJ),FWU #804 CO2,4/5/20,0,,,,,,,
FWU #805 (INJ),FWU #805 CO2,4/5/20,1872,,,,,,,
FWU #901,FWU #901 GL METER,4/5/20,0,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,4/5/20,1796,,,,,,,
FWU #908 (INJ),FWU #908 CO2,4/5/20,0,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,4/6/20,5136,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,4/6/20,15478,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,4/6/20,0,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,4/6/20,1000,,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,4/6/20,2670,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,4/6/20,2764,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,4/6/20,1805,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,4/6/20,3292,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,4/6/20,1101,,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,4/6/20,3010,,,,,,,
FWU #805 (INJ),FWU #805 CO2,4/6/20,1930,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,4/6/20,1682,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,4/7/20,5377,,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,4/7/20,15905,,,,,,,
